transaction_id,transaction_date,department,transaction_type,description,amount,currency,profit_margin,cost_center,payment_method,approval_status
TXN-108817,2024-05-22,Operations,Expense,Supplies,717.65,INR,,CC-OPS-01,Credit,Approved
TXN-120058,2024-05-22,IT,Expense,Hardware Purchase,3641.33,USD,,CC-IT-02,Cash,Approved
TXN-128308,2024-05-22,IT,Expense,Network Costs,59857.32,EUR,,CC-IT-01,Credit,Approved
TXN-101364,2024-05-22,Marketing,Expense,Social Media Ads,276.57,USD,,CC-MKT-01,Bank Transfer,Approved
TXN-111108,2024-05-22,Operations,Expense,Supplies,1434.01,EUR,,CC-OPS-04,Bank Transfer,Approved
TXN-111819,2024-05-22,HR,Expense,Employee Events,96919.96,INR,,CC-HR-02,Bank Transfer,Approved
TXN-116378,2024-05-22,Sales,Revenue,Subscription Revenue,610.49,USD,0.59,CC-SALES-01,Bank Transfer,Approved
TXN-126775,2024-05-22,Sales,Expense,Sales Commission,1021.49,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-108336,2024-05-22,Sales,Revenue,License Sales,3447.17,INR,0.7,CC-SALES-02,UPI,Approved
TXN-113498,2024-05-22,Operations,Expense,Equipment Purchase,2009.28,GBP,,CC-OPS-02,Bank Transfer,Pending
TXN-114562,2024-05-22,Marketing,Revenue,Sponsorship Income,1049.65,EUR,0.44,CC-MKT-03,UPI,Approved
TXN-104449,2024-05-22,Operations,Expense,Office Rent,1587.1,EUR,,CC-OPS-03,Bank Transfer,Approved
TXN-104994,2024-05-23,Operations,Revenue,Operational Revenue,8237.31,USD,0.31,CC-OPS-02,Bank Transfer,Approved
TXN-108741,2024-05-23,IT,Expense,IT Support,2055.46,USD,,CC-IT-01,Bank Transfer,Pending
TXN-115302,2024-05-23,Operations,Revenue,Operational Revenue,3517.15,INR,0.33,CC-OPS-01,UPI,Approved
TXN-108018,2024-05-23,Marketing,Revenue,Affiliate Revenue,30812.0,USD,0.37,CC-MKT-02,Bank Transfer,Approved
TXN-101420,2024-05-23,Operations,Expense,Logistics Costs,1404.82,USD,,CC-OPS-04,Credit,Approved
TXN-118867,2024-05-23,Marketing,Expense,Social Media Ads,1183.58,USD,,CC-MKT-01,Cash,Pending
TXN-124380,2024-05-23,Operations,Revenue,Operational Revenue,3225.17,GBP,0.52,CC-OPS-03,Credit,Pending
TXN-125913,2024-05-23,Sales,Revenue,Subscription Revenue,5747.48,INR,0.71,CC-SALES-01,Bank Transfer,Approved
TXN-104884,2024-05-23,IT,Expense,IT Support,1563.43,INR,,CC-IT-02,Bank Transfer,Pending
TXN-118116,2024-05-23,Marketing,Revenue,Event Revenue,10446.76,USD,0.25,CC-MKT-02,Credit,Approved
TXN-120301,2024-05-23,Operations,Expense,Supplies,789.4,USD,,CC-OPS-02,Bank Transfer,Approved
TXN-111873,2024-05-23,Sales,Revenue,Service Revenue,12947.52,USD,0.53,CC-SALES-01,Bank Transfer,Approved
TXN-101209,2024-05-23,Sales,Revenue,Product Sales,1073.89,USD,0.6,CC-SALES-01,UPI,Approved
TXN-107887,2024-05-23,Marketing,Expense,SEO Services,1820.61,INR,,CC-MKT-01,Bank Transfer,Approved
TXN-108681,2024-05-23,Sales,Revenue,Service Revenue,1388579.28,USD,0.51,CC-SALES-01,Credit,Approved
TXN-125873,2024-05-23,Operations,Expense,Equipment Purchase,2699.94,INR,,CC-OPS-04,Bank Transfer,Approved
TXN-108247,2024-05-23,Marketing,Expense,Social Media Ads,1606.12,USD,,CC-MKT-02,UPI,Approved
TXN-117549,2024-05-23,Operations,Expense,Office Rent,1186.34,EUR,,CC-OPS-01,Bank Transfer,Approved
TXN-120289,2024-05-23,Operations,Revenue,Service Fees,3107.93,INR,0.51,CC-OPS-04,Bank Transfer,Approved
TXN-127930,2024-05-23,Operations,Expense,Supplies,1208.31,INR,,CC-OPS-01,Credit,Approved
TXN-127546,2024-05-23,Sales,Expense,Sales Tools,438.28,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-110050,2024-05-23,Sales,Revenue,Subscription Revenue,18012.18,GBP,0.74,CC-SALES-03,Bank Transfer,Approved
TXN-109885,2024-05-23,Operations,Expense,Maintenance,913.51,INR,,CC-OPS-03,Bank Transfer,Pending
TXN-126843,2024-05-23,Operations,Revenue,Service Fees,2846.93,EUR,0.48,CC-OPS-04,UPI,Approved
TXN-111045,2024-05-23,Sales,Expense,Client Entertainment,704.52,USD,,CC-SALES-02,Cash,Approved
TXN-117084,2024-05-23,HR,Expense,Recruitment Costs,4522.17,USD,,CC-HR-02,UPI,Approved
TXN-120768,2024-05-23,HR,Expense,Employee Events,30532.05,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-126528,2024-05-23,Sales,Revenue,License Sales,17492.1,USD,0.76,CC-SALES-03,Credit,Approved
TXN-121362,2024-05-23,Sales,Revenue,License Sales,40180.82,USD,0.75,CC-SALES-01,Bank Transfer,Approved
TXN-119664,2024-05-23,Sales,Revenue,Service Revenue,3150.45,USD,0.64,CC-SALES-01,Bank Transfer,Approved
TXN-117609,2024-05-23,Sales,Revenue,Product Sales,5408.7,USD,0.61,CC-SALES-02,Bank Transfer,Pending
TXN-126952,2024-05-23,Operations,Expense,Utilities,1883.74,USD,,CC-OPS-02,UPI,Approved
TXN-101983,2024-05-23,Sales,Expense,Sales Commission,178.88,GBP,,CC-SALES-03,Bank Transfer,Pending
TXN-111343,2024-05-23,Sales,Revenue,Subscription Revenue,1025.49,EUR,0.61,CC-SALES-01,Credit,Approved
TXN-109654,2024-05-23,Sales,Revenue,License Sales,4480.21,USD,0.68,CC-SALES-03,Bank Transfer,Approved
TXN-123905,2024-05-23,Sales,Revenue,Subscription Revenue,2040.92,INR,0.47,CC-SALES-01,Bank Transfer,Approved
TXN-123285,2024-05-23,Sales,Expense,Sales Commission,1186.04,USD,,CC-SALES-02,Credit,Rejected
TXN-123365,2024-05-23,HR,Expense,Salaries,17801.19,USD,,CC-HR-02,Bank Transfer,Approved
TXN-123886,2024-05-23,HR,Expense,Benefits,5082.44,USD,,CC-HR-02,UPI,Approved
TXN-105417,2024-05-23,Operations,Revenue,Consulting Revenue,14327.72,GBP,0.46,CC-OPS-01,Bank Transfer,Rejected
TXN-121788,2024-05-23,Operations,Expense,Supplies,361.91,INR,,CC-OPS-01,Credit,Rejected
TXN-106609,2024-05-23,Sales,Revenue,Product Sales,5267.58,EUR,0.52,CC-SALES-01,Credit,Approved
TXN-128540,2024-05-23,Operations,Expense,Logistics Costs,1324.38,EUR,,CC-OPS-03,Bank Transfer,Approved
TXN-112551,2024-05-24,Operations,Expense,Office Rent,4603.22,USD,,CC-OPS-03,UPI,Approved
TXN-125492,2024-05-24,Operations,Expense,Maintenance,5396.31,INR,,CC-OPS-04,Credit,Rejected
TXN-129072,2024-05-24,Marketing,Expense,Brand Development,1175.42,USD,,CC-MKT-03,UPI,Approved
TXN-109649,2024-05-24,Sales,Expense,Travel Expenses,1382.89,USD,,CC-SALES-02,Credit,Approved
TXN-117124,2024-05-24,Operations,Expense,Utilities,1673.35,USD,,CC-OPS-03,UPI,Approved
TXN-109702,2024-05-24,IT,Expense,Cybersecurity,18572.79,USD,,CC-IT-01,Bank Transfer,Pending
TXN-114128,2024-05-24,Sales,Revenue,Subscription Revenue,4297.48,INR,0.73,CC-SALES-03,Bank Transfer,Approved
TXN-123200,2024-05-24,IT,Expense,Cloud Infrastructure,7440.33,GBP,,CC-IT-02,UPI,Approved
TXN-129481,2024-05-24,Sales,Revenue,License Sales,32057.48,INR,0.61,CC-SALES-01,Credit,Approved
TXN-114699,2024-05-24,Sales,Revenue,License Sales,6642.15,USD,0.74,CC-SALES-02,Bank Transfer,Approved
TXN-121980,2024-05-24,Sales,Revenue,Service Revenue,144442.01,EUR,0.74,CC-SALES-01,Bank Transfer,Approved
TXN-110703,2024-05-24,Sales,Revenue,Subscription Revenue,3348.59,INR,0.77,CC-SALES-01,Credit,Approved
TXN-102625,2024-05-24,Operations,Revenue,Consulting Revenue,3806.91,USD,0.5,CC-OPS-01,Bank Transfer,Pending
TXN-122999,2024-05-24,IT,Expense,Cloud Infrastructure,33005.91,EUR,,CC-IT-01,Bank Transfer,Approved
TXN-106432,2024-05-24,Operations,Expense,Supplies,560.44,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-121062,2024-05-24,HR,Expense,Recruitment Costs,3111.29,INR,,CC-HR-01,Credit,Pending
TXN-114977,2024-05-24,IT,Expense,Cybersecurity,22670.22,USD,,CC-IT-01,Bank Transfer,Approved
TXN-100284,2024-05-24,Sales,Expense,Travel Expenses,134.91,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-106373,2024-05-24,Operations,Expense,Utilities,1453.65,USD,,CC-OPS-04,Credit,Approved
TXN-122162,2024-05-24,Marketing,Revenue,Event Revenue,995.84,USD,0.36,CC-MKT-01,UPI,Approved
TXN-115010,2024-05-24,Operations,Expense,Utilities,18397.4,GBP,,CC-OPS-02,UPI,Pending
TXN-124177,2024-05-24,IT,Expense,Cybersecurity,2004.6,USD,,CC-IT-01,Bank Transfer,Approved
TXN-102417,2024-05-24,Operations,Expense,Utilities,4769.43,INR,,CC-OPS-04,UPI,Approved
TXN-113878,2024-05-24,Sales,Expense,Client Entertainment,347.13,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-105536,2024-05-24,HR,Expense,Training Programs,1863.45,USD,,CC-HR-01,Credit,Approved
TXN-126535,2024-05-24,Operations,Expense,Logistics Costs,2366.4,USD,,CC-OPS-03,Bank Transfer,Rejected
TXN-112219,2024-05-24,HR,Expense,Recruitment Costs,26529.64,GBP,,CC-HR-02,Bank Transfer,Approved
TXN-120885,2024-05-24,Sales,Revenue,Contract Revenue,7583.38,GBP,0.76,CC-SALES-02,Bank Transfer,Approved
TXN-101356,2024-05-24,Marketing,Revenue,Affiliate Revenue,3753.23,EUR,0.43,CC-MKT-02,Credit,Approved
TXN-100662,2024-05-24,Operations,Expense,Equipment Purchase,13583.31,USD,,CC-OPS-03,Bank Transfer,Rejected
TXN-121202,2024-05-24,Operations,Revenue,Consulting Revenue,27698.68,USD,0.42,CC-OPS-02,Credit,Approved
TXN-122629,2024-05-24,HR,Expense,Training Programs,10233.53,USD,,CC-HR-02,UPI,Pending
TXN-125427,2024-05-24,IT,Expense,Network Costs,2013.21,GBP,,CC-IT-02,UPI,Approved
TXN-127603,2024-05-24,HR,Expense,Benefits,34052.51,USD,,CC-HR-01,UPI,Pending
TXN-117966,2024-05-24,Sales,Revenue,Subscription Revenue,2649.03,USD,0.72,CC-SALES-02,Bank Transfer,Approved
TXN-109046,2024-05-24,Sales,Revenue,Subscription Revenue,9324.98,EUR,0.46,CC-SALES-01,UPI,Approved
TXN-113373,2024-05-24,Marketing,Expense,Content Creation,6431.19,EUR,,CC-MKT-01,Bank Transfer,Approved
TXN-128726,2024-05-24,Sales,Revenue,Contract Revenue,1895.49,GBP,0.66,CC-SALES-02,UPI,Approved
TXN-113416,2024-05-24,HR,Expense,Training Programs,31487.38,INR,,CC-HR-02,Bank Transfer,Approved
TXN-125921,2024-05-24,Sales,Revenue,Subscription Revenue,9452.7,EUR,0.61,CC-SALES-01,Bank Transfer,Rejected
TXN-113765,2024-05-24,Sales,Expense,Trade Show Costs,4488.29,INR,,CC-SALES-01,Credit,Approved
TXN-113652,2024-05-24,Sales,Revenue,Service Revenue,50188.51,USD,0.65,CC-SALES-02,Bank Transfer,Approved
TXN-123850,2024-05-24,IT,Expense,Hardware Purchase,87984.21,USD,,CC-IT-02,Bank Transfer,Approved
TXN-125999,2024-05-24,Sales,Expense,Travel Expenses,3879.07,USD,,CC-SALES-01,Credit,Approved
TXN-107125,2024-05-25,Marketing,Expense,Social Media Ads,553.81,USD,,CC-MKT-03,Bank Transfer,Approved
TXN-125195,2024-05-25,Sales,Revenue,Contract Revenue,12123.64,EUR,0.77,CC-SALES-02,Credit,Approved
TXN-129918,2024-05-25,Sales,Revenue,License Sales,787.44,INR,0.73,CC-SALES-02,Bank Transfer,Approved
TXN-106735,2024-05-25,IT,Revenue,IT Services Revenue,16520.25,USD,0.7,CC-IT-02,Bank Transfer,Approved
TXN-128871,2024-05-25,Sales,Expense,Sales Commission,806.35,EUR,,CC-SALES-03,Bank Transfer,Approved
TXN-101958,2024-05-25,Marketing,Revenue,Sponsorship Income,2865.84,USD,0.52,CC-MKT-01,UPI,Approved
TXN-113439,2024-05-25,Marketing,Expense,Advertising Spend,16638.79,GBP,,CC-MKT-01,UPI,Approved
TXN-105097,2024-05-25,IT,Expense,Software Licenses,1672.22,GBP,,CC-IT-01,Bank Transfer,Approved
TXN-121977,2024-05-25,IT,Expense,Software Licenses,8400.43,INR,,CC-IT-01,UPI,Approved
TXN-116747,2024-05-25,Sales,Revenue,Subscription Revenue,1517.69,USD,0.59,CC-SALES-01,Credit,Approved
TXN-100164,2024-05-25,HR,Expense,Payroll Taxes,10464.2,USD,,CC-HR-02,Credit,Approved
TXN-103801,2024-05-25,Operations,Revenue,Consulting Revenue,17528.42,INR,0.39,CC-OPS-01,Bank Transfer,Approved
TXN-113433,2024-05-25,Sales,Revenue,Subscription Revenue,17027.8,USD,0.69,CC-SALES-02,Credit,Pending
TXN-129082,2024-05-25,Sales,Expense,Client Entertainment,3234.51,USD,,CC-SALES-03,UPI,Approved
TXN-125349,2024-05-25,IT,Expense,Hardware Purchase,19435.25,USD,,CC-IT-02,Credit,Pending
TXN-126681,2024-05-25,HR,Expense,Training Programs,5603.72,INR,,CC-HR-02,UPI,Approved
TXN-107903,2024-05-25,Operations,Revenue,Operational Revenue,675.09,INR,0.39,CC-OPS-02,Bank Transfer,Approved
TXN-112407,2024-05-25,IT,Expense,Cloud Infrastructure,4474.49,INR,,CC-IT-02,UPI,Approved
TXN-110806,2024-05-25,Operations,Expense,Equipment Purchase,1847.73,USD,,CC-OPS-02,Credit,Approved
TXN-116467,2024-05-25,Sales,Expense,Travel Expenses,344.42,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-125986,2024-05-25,HR,Expense,Salaries,2246.05,INR,,CC-HR-02,Credit,Approved
TXN-119735,2024-05-25,Operations,Expense,Logistics Costs,17632.26,EUR,,CC-OPS-03,Bank Transfer,Approved
TXN-128131,2024-05-25,Sales,Revenue,Contract Revenue,11396.04,INR,0.67,CC-SALES-02,Bank Transfer,Approved
TXN-114897,2024-05-25,Sales,Revenue,Product Sales,9398.72,INR,0.68,CC-SALES-03,Bank Transfer,Approved
TXN-126986,2024-05-25,IT,Revenue,Software Sales,5838.03,EUR,0.68,CC-IT-02,Credit,Approved
TXN-110524,2024-05-25,Sales,Revenue,License Sales,92111.58,EUR,0.59,CC-SALES-02,Bank Transfer,Approved
TXN-124806,2024-05-25,IT,Revenue,IT Services Revenue,20032.08,USD,0.8,CC-IT-02,Bank Transfer,Approved
TXN-110240,2024-05-25,Operations,Revenue,Consulting Revenue,2464.35,GBP,0.44,CC-OPS-03,Credit,Rejected
TXN-119453,2024-05-25,Sales,Revenue,Service Revenue,242354.92,USD,0.72,CC-SALES-01,Bank Transfer,Approved
TXN-106958,2024-05-25,Operations,Revenue,Consulting Revenue,12949.78,USD,0.47,CC-OPS-03,Bank Transfer,Approved
TXN-103558,2024-05-25,Sales,Expense,Trade Show Costs,427.05,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-106952,2024-05-25,Sales,Revenue,Contract Revenue,2574.33,USD,0.55,CC-SALES-02,Bank Transfer,Approved
TXN-100647,2024-05-25,Operations,Expense,Utilities,208.1,EUR,,CC-OPS-02,Bank Transfer,Pending
TXN-113388,2024-05-25,Sales,Revenue,Product Sales,3281.41,USD,0.51,CC-SALES-01,Credit,Approved
TXN-105926,2024-05-25,Sales,Revenue,Subscription Revenue,25817.4,EUR,0.49,CC-SALES-03,Cash,Approved
TXN-107035,2024-05-25,Operations,Expense,Supplies,2456.66,INR,,CC-OPS-04,UPI,Approved
TXN-109518,2024-05-25,Marketing,Expense,SEO Services,1000.17,INR,,CC-MKT-03,Bank Transfer,Pending
TXN-123096,2024-05-25,Sales,Revenue,License Sales,3244.23,INR,0.63,CC-SALES-03,UPI,Approved
TXN-119456,2024-05-25,Sales,Revenue,Subscription Revenue,4059.29,USD,0.76,CC-SALES-01,Bank Transfer,Approved
TXN-111277,2024-05-25,HR,Expense,Training Programs,4215.97,EUR,,CC-HR-02,Bank Transfer,Approved
TXN-117195,2024-05-25,Sales,Expense,Client Entertainment,545.58,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-124401,2024-05-25,Operations,Expense,Office Rent,4751.7,USD,,CC-OPS-04,Credit,Approved
TXN-126583,2024-05-25,Marketing,Expense,SEO Services,36659.89,EUR,,CC-MKT-01,Bank Transfer,Approved
TXN-100916,2024-05-25,Sales,Revenue,Product Sales,1212.87,GBP,0.77,CC-SALES-02,Credit,Approved
TXN-107614,2024-05-25,Sales,Revenue,Subscription Revenue,770.91,USD,0.67,CC-SALES-01,Credit,Approved
TXN-129383,2024-05-25,Sales,Revenue,License Sales,14926.9,USD,0.6,CC-SALES-03,Bank Transfer,Approved
TXN-124227,2024-05-25,Sales,Revenue,License Sales,7864.18,INR,0.51,CC-SALES-03,Bank Transfer,Approved
TXN-102434,2024-05-26,HR,Expense,Salaries,995.58,EUR,,CC-HR-02,Bank Transfer,Approved
TXN-100503,2024-05-26,Marketing,Expense,Brand Development,1075.04,INR,,CC-MKT-02,Bank Transfer,Approved
TXN-100424,2024-05-26,Sales,Revenue,Contract Revenue,6558.48,USD,0.77,CC-SALES-01,Credit,Approved
TXN-120956,2024-05-26,IT,Expense,IT Support,6706.87,USD,,CC-IT-01,Credit,Approved
TXN-110613,2024-05-26,Sales,Revenue,Service Revenue,3097.92,USD,0.62,CC-SALES-01,Bank Transfer,Pending
TXN-106517,2024-05-26,Operations,Revenue,Consulting Revenue,45024.18,USD,0.34,CC-OPS-04,Bank Transfer,Approved
TXN-114864,2024-05-26,IT,Expense,Cybersecurity,13027.28,INR,,CC-IT-02,Bank Transfer,Approved
TXN-107865,2024-05-26,Operations,Expense,Utilities,986.38,INR,,CC-OPS-03,Credit,Approved
TXN-100277,2024-05-26,Marketing,Expense,Content Creation,2554.08,GBP,,CC-MKT-01,Bank Transfer,Approved
TXN-108848,2024-05-26,IT,Expense,Software Licenses,4490.21,USD,,CC-IT-01,Credit,Approved
TXN-111810,2024-05-26,Operations,Expense,Supplies,668.66,EUR,,CC-OPS-04,Credit,Approved
TXN-101868,2024-05-26,Operations,Expense,Equipment Purchase,3826.08,INR,,CC-OPS-02,Bank Transfer,Approved
TXN-114908,2024-05-26,HR,Expense,Benefits,5962.71,USD,,CC-HR-01,UPI,Approved
TXN-127267,2024-05-26,Sales,Revenue,Contract Revenue,4585.26,INR,0.75,CC-SALES-01,Bank Transfer,Approved
TXN-112518,2024-05-26,Sales,Revenue,Subscription Revenue,16080.95,EUR,0.67,CC-SALES-02,Bank Transfer,Approved
TXN-102268,2024-05-26,Operations,Expense,Supplies,263.71,USD,,CC-OPS-04,Credit,Approved
TXN-109965,2024-05-26,IT,Expense,Software Licenses,4283.7,USD,,CC-IT-02,Credit,Approved
TXN-111477,2024-05-26,HR,Expense,Benefits,687.65,USD,,CC-HR-01,Credit,Pending
TXN-100489,2024-05-26,Sales,Revenue,Product Sales,17872.68,USD,0.55,CC-SALES-01,UPI,Pending
TXN-129973,2024-05-26,IT,Expense,Software Licenses,15837.63,USD,,CC-IT-01,Bank Transfer,Approved
TXN-113434,2024-05-26,Sales,Revenue,Service Revenue,19576.79,GBP,0.79,CC-SALES-02,UPI,Approved
TXN-109101,2024-05-26,IT,Expense,IT Support,7419.81,USD,,CC-IT-02,UPI,Approved
TXN-127615,2024-05-26,Operations,Expense,Office Rent,1212.61,INR,,CC-OPS-04,Bank Transfer,Approved
TXN-115125,2024-05-26,Operations,Expense,Equipment Purchase,746.64,USD,,CC-OPS-01,UPI,Approved
TXN-109130,2024-05-26,Operations,Expense,Equipment Purchase,2968.15,GBP,,CC-OPS-01,Bank Transfer,Approved
TXN-129254,2024-05-26,HR,Expense,Salaries,4922.24,USD,,CC-HR-02,Bank Transfer,Pending
TXN-107382,2024-05-26,Operations,Expense,Utilities,1406.71,EUR,,CC-OPS-02,Bank Transfer,Approved
TXN-101788,2024-05-26,Operations,Expense,Equipment Purchase,4647.43,USD,,CC-OPS-04,Bank Transfer,Pending
TXN-111044,2024-05-26,Operations,Expense,Equipment Purchase,3149.92,USD,,CC-OPS-03,Cash,Approved
TXN-100956,2024-05-26,Sales,Expense,Client Entertainment,9992.44,USD,,CC-SALES-01,Cash,Rejected
TXN-118792,2024-05-26,Sales,Revenue,Service Revenue,24049.58,INR,0.7,CC-SALES-02,Bank Transfer,Approved
TXN-112278,2024-05-26,IT,Expense,Cybersecurity,676.84,USD,,CC-IT-02,UPI,Approved
TXN-105233,2024-05-26,Operations,Expense,Maintenance,1814.96,USD,,CC-OPS-02,Cash,Approved
TXN-100069,2024-05-26,Sales,Revenue,License Sales,1711.25,USD,0.57,CC-SALES-03,UPI,Approved
TXN-117686,2024-05-26,Sales,Expense,Trade Show Costs,456.59,EUR,,CC-SALES-02,Credit,Approved
TXN-111011,2024-05-26,Sales,Revenue,Subscription Revenue,9506.38,EUR,0.62,CC-SALES-03,Bank Transfer,Approved
TXN-128359,2024-05-27,IT,Expense,IT Support,5857.81,GBP,,CC-IT-01,Bank Transfer,Approved
TXN-122094,2024-05-27,Sales,Revenue,Subscription Revenue,330045.24,INR,0.62,CC-SALES-01,Bank Transfer,Approved
TXN-104649,2024-05-27,Sales,Revenue,Contract Revenue,3877.57,EUR,0.62,CC-SALES-02,Bank Transfer,Approved
TXN-103041,2024-05-27,Sales,Revenue,Contract Revenue,8792.47,EUR,0.6,CC-SALES-01,Bank Transfer,Approved
TXN-102727,2024-05-27,Sales,Revenue,Product Sales,17597.38,GBP,0.64,CC-SALES-01,UPI,Approved
TXN-103771,2024-05-27,IT,Expense,Hardware Purchase,7200.79,EUR,,CC-IT-01,Bank Transfer,Approved
TXN-122414,2024-05-27,HR,Expense,Employee Events,30105.4,INR,,CC-HR-02,Bank Transfer,Rejected
TXN-104540,2024-05-27,Marketing,Expense,Content Creation,3407.03,USD,,CC-MKT-03,Credit,Approved
TXN-125352,2024-05-27,Operations,Expense,Logistics Costs,3368.42,USD,,CC-OPS-02,UPI,Approved
TXN-129382,2024-05-27,Marketing,Expense,Advertising Spend,2901.94,USD,,CC-MKT-03,Bank Transfer,Approved
TXN-106492,2024-05-27,Sales,Revenue,Product Sales,3394.1,USD,0.64,CC-SALES-03,Bank Transfer,Approved
TXN-109290,2024-05-27,HR,Expense,Salaries,8730.18,INR,,CC-HR-01,Bank Transfer,Approved
TXN-108098,2024-05-27,Marketing,Expense,Advertising Spend,3501.51,EUR,,CC-MKT-03,Bank Transfer,Approved
TXN-105012,2024-05-27,Operations,Expense,Utilities,579.67,INR,,CC-OPS-02,Credit,Approved
TXN-119365,2024-05-27,Marketing,Expense,Advertising Spend,982.03,USD,,CC-MKT-02,UPI,Approved
TXN-124212,2024-05-27,HR,Expense,Salaries,396.11,USD,,CC-HR-01,UPI,Approved
TXN-125001,2024-05-27,Sales,Revenue,Product Sales,22547.48,USD,0.67,CC-SALES-01,Bank Transfer,Pending
TXN-117751,2024-05-27,Operations,Expense,Equipment Purchase,1772.05,INR,,CC-OPS-04,Credit,Approved
TXN-110998,2024-05-27,Sales,Revenue,License Sales,14032.73,USD,0.72,CC-SALES-02,Credit,Approved
TXN-106069,2024-05-27,Marketing,Revenue,Sponsorship Income,2140.42,USD,0.45,CC-MKT-02,UPI,Approved
TXN-125694,2024-05-27,Operations,Expense,Equipment Purchase,2763.14,EUR,,CC-OPS-04,Credit,Approved
TXN-118800,2024-05-27,Sales,Revenue,Service Revenue,17033.11,USD,0.69,CC-SALES-01,Credit,Pending
TXN-110370,2024-05-27,Sales,Revenue,License Sales,6572.44,USD,0.68,CC-SALES-02,Bank Transfer,Approved
TXN-112600,2024-05-27,Operations,Expense,Supplies,232.7,EUR,,CC-OPS-03,Bank Transfer,Approved
TXN-128047,2024-05-27,Marketing,Revenue,Event Revenue,4137.23,USD,0.35,CC-MKT-03,Bank Transfer,Approved
TXN-105639,2024-05-27,Sales,Expense,Sales Tools,660.05,USD,,CC-SALES-01,Bank Transfer,Pending
TXN-119904,2024-05-27,HR,Expense,Employee Events,5511.77,USD,,CC-HR-02,UPI,Pending
TXN-105385,2024-05-27,HR,Expense,Employee Events,2955.82,USD,,CC-HR-01,Bank Transfer,Pending
TXN-119200,2024-05-27,IT,Expense,Software Licenses,5461.61,EUR,,CC-IT-02,UPI,Approved
TXN-120037,2024-05-27,Sales,Revenue,Service Revenue,16202.81,USD,0.68,CC-SALES-01,Credit,Approved
TXN-113523,2024-05-27,Sales,Revenue,License Sales,109738.87,INR,0.72,CC-SALES-01,Credit,Approved
TXN-119116,2024-05-27,Sales,Revenue,Subscription Revenue,1138.17,USD,0.43,CC-SALES-02,Bank Transfer,Pending
TXN-123485,2024-05-27,Marketing,Revenue,Event Revenue,22829.96,USD,0.41,CC-MKT-01,UPI,Rejected
TXN-123269,2024-05-27,Sales,Revenue,Product Sales,3082.15,USD,0.42,CC-SALES-03,Credit,Approved
TXN-114029,2024-05-27,Sales,Revenue,Product Sales,153495.47,USD,0.44,CC-SALES-01,UPI,Approved
TXN-126444,2024-05-27,Marketing,Expense,Advertising Spend,4808.4,USD,,CC-MKT-03,Credit,Approved
TXN-108138,2024-05-27,IT,Expense,Cybersecurity,24068.55,USD,,CC-IT-02,Bank Transfer,Approved
TXN-116978,2024-05-27,Sales,Revenue,Contract Revenue,5641.58,USD,0.7,CC-SALES-01,UPI,Approved
TXN-107789,2024-05-27,Operations,Revenue,Operational Revenue,13104.95,USD,0.18,CC-OPS-01,Bank Transfer,Approved
TXN-120902,2024-05-27,Operations,Expense,Equipment Purchase,69.16,USD,,CC-OPS-01,Credit,Approved
TXN-101511,2024-05-27,Sales,Revenue,Contract Revenue,5992.22,GBP,0.4,CC-SALES-03,Bank Transfer,Pending
TXN-109678,2024-05-27,IT,Expense,Software Licenses,60290.14,USD,,CC-IT-02,Credit,Approved
TXN-109653,2024-05-27,HR,Expense,Payroll Taxes,609.08,USD,,CC-HR-02,Bank Transfer,Approved
TXN-109110,2024-05-27,Operations,Expense,Utilities,333.84,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-115928,2024-05-28,HR,Expense,Benefits,20572.12,USD,,CC-HR-02,Bank Transfer,Approved
TXN-119603,2024-05-28,Marketing,Expense,Marketing Campaign,1910.6,USD,,CC-MKT-02,Bank Transfer,Approved
TXN-113028,2024-05-28,HR,Expense,Recruitment Costs,4626.2,USD,,CC-HR-01,Credit,Pending
TXN-115978,2024-05-28,IT,Expense,Cloud Infrastructure,217.86,USD,,CC-IT-02,UPI,Approved
TXN-114319,2024-05-28,Sales,Revenue,Contract Revenue,64453.86,INR,0.65,CC-SALES-02,Bank Transfer,Pending
TXN-105810,2024-05-28,Operations,Revenue,Service Fees,28145.38,USD,0.44,CC-OPS-04,Bank Transfer,Approved
TXN-129229,2024-05-28,Operations,Expense,Supplies,298.23,EUR,,CC-OPS-01,UPI,Approved
TXN-114405,2024-05-28,IT,Expense,Network Costs,2788.45,USD,,CC-IT-02,Bank Transfer,Approved
TXN-112794,2024-05-28,Sales,Expense,Trade Show Costs,2061.08,INR,,CC-SALES-01,Bank Transfer,Approved
TXN-113408,2024-05-28,Sales,Revenue,Product Sales,71522.59,INR,0.51,CC-SALES-01,Bank Transfer,Pending
TXN-124007,2024-05-28,Sales,Expense,Sales Commission,131.25,USD,,CC-SALES-02,Credit,Approved
TXN-104355,2024-05-28,IT,Expense,IT Support,911.51,USD,,CC-IT-02,Bank Transfer,Approved
